id,title,question_url,subdomain,type,num_boundaries_open,low_open,high_open,p_outside,question_scale_low,question_scale_high,anon_prediction_count,last_activity_time,votes,comment_count,created_time,publish_time,close_time,resolve_time,author_name,last_read,has_predictions,activity,title_short
4459,When will the first genome-wide association study of more than 1 million African Americans be published?,https://www.metaculus.com/questions/4459,www,LinearDateQuestion,1.00000000000000000000,False,True,0.02546999999999999265,2020-06-17,2040-12-31,0.00000000000000000000,2020-06-23T02:50:55.961873Z,6,2,2020-05-24T21:30:41.825289Z,2020-06-20 07:00:00.000,2020-12-31 23:00:00,2022-12-31 23:00:00,emilowk,,True,0.00028109529780752271,When will the first genome-wide associat
4306,Which Artemis Moon Mission landing system will first land a person on the moon?,https://www.metaculus.com/questions/4306,www,LinearQuestion,0.00000000000000000000,False,False,0.00000000000000000000,0,3,,2020-06-24T18:23:46.301546Z,5,9,2020-04-30T18:32:33.280363Z,2020-06-20 07:00:00.000,2030-01-01 05:00:00,2030-01-01 05:00:00,,,True,0.00128972979865991976,Which Artemis Moon Mission landing syste
4670,Will the XENON1T experiment soon report a detection of dark matter or other new physics?,https://www.metaculus.com/questions/4670,www,BinaryQuestion,,,,,,,,2020-06-25T02:30:04.719037Z,4,0,2020-06-17T14:39:20.945731Z,2020-06-20 07:00:00.000,2022-12-01 08:00:00,2023-12-01 08:00:00,,,,0.00024642828755524045,Will the XENON1T experiment soon report 
4659,What will be the difference in July 2020 performance between the HFR Women Index and the HFR 500 Fund-Weighted Composite Index?,https://www.metaculus.com/questions/4659,www,LinearQuestion,0.00000000000000000000,False,False,0.00000000000000000000,-10,10,,2020-06-24T06:22:15.666550Z,5,2,2020-06-16T10:15:04.504175Z,2020-06-19 07:00:00.000,2020-07-20 23:00:00,2020-08-04 23:00:00,,,True,0.01426287450015463996,What will be the difference in July 2020
4656,What will voter turnout be for the US 2020 presidential election?,https://www.metaculus.com/questions/4656,www,LinearQuestion,0.00000000000000000000,False,False,0.00000000000000000000,0,100,,2020-06-24T17:51:10.676045Z,13,3,2020-06-16T10:04:34.546461Z,2020-06-19 07:00:00.000,2020-11-01 00:00:00,2020-11-10 00:00:00,,,True,0.28980169906957642390,What will voter turnout be for the US 20
4661,"What fraction of the US Congress will be held by women following the election on November 3, 2020?",https://www.metaculus.com/questions/4661,www,LinearQuestion,0.00000000000000000000,False,False,0.00000000000000000000,0,1,,2020-06-24T17:39:18.016401Z,8,5,2020-06-16T10:31:47.515388Z,2020-06-19 07:00:00.000,2020-11-02 00:00:00,2020-11-05 00:00:00,,,True,1.01721822666030736748,What fraction of the US Congress will be
4456,Will the United States test a nuclear weapon before 2023?,https://www.metaculus.com/questions/4456,www,BinaryQuestion,,,,,,,,2020-06-25T05:57:44.433531Z,7,3,2020-05-23T01:48:33.627227Z,2020-06-19 07:00:00.000,2022-01-01 00:00:00,2023-01-01 00:00:00,,,,0.00975878129443859960,Will the United States test a nuclear we
4665,When will Ninja first lose the top spot as the most followed account on Twitch?,https://www.metaculus.com/questions/4665,www,LinearDateQuestion,2.00000000000000000000,True,True,0.56559999999999999165,2020-07-31,2022-12-30,0.00000000000000000000,2020-06-24T23:57:27.588263Z,2,3,2020-06-16T10:43:21.985223Z,2020-06-19 07:00:00.000,2022-12-31 00:00:00,2023-01-01 00:00:00,alexrjl,2020-06-24T03:32:53.802141Z,True,0.76967049709054435880,When will Ninja first lose the top spot 
4658,"How many YouTube views will Despacito have on January 12, 2021?",https://www.metaculus.com/questions/4658,www,LinearQuestion,1.00000000000000000000,False,True,0.05303000000000002156,6800000000,10000000000,1.00000000000000000000,2020-06-25T10:55:40.469901Z,3,13,2020-06-16T10:11:07.810598Z,2020-06-19 07:00:00.000,2020-11-01 00:00:00,2021-01-12 00:00:00,alexrjl,,True,0.00183461112652543346,How many YouTube views will Despacito ha
4662,"What fraction of US Congress seats will be held by people of color following the election on November 3, 2020?",https://www.metaculus.com/questions/4662,www,LinearQuestion,0.00000000000000000000,False,False,0.00000000000000000000,0,1,,2020-06-25T11:26:40.100379Z,5,3,2020-06-16T10:33:06.390200Z,2020-06-19 07:00:00.000,2020-11-02 00:00:00,2020-11-05 00:00:00,,,True,4.45758319763365751243,What fraction of US Congress seats will 
4663,"How long will it take to listen to every episode of the 80,000 Hours Podcast released in 2020?",https://www.metaculus.com/questions/4663,www,LinearQuestion,1.00000000000000000000,False,True,0.01131999999999999673,24,168,0.00000000000000000000,2020-06-25T13:43:54.692378Z,5,8,2020-06-16T10:36:56.766791Z,2020-06-19 07:00:00.000,2020-08-31 23:00:00,2021-01-01 00:00:00,alexrjl,,True,8.60496277119573882430,How long will it take to listen to every
4657,When will @JoeBiden reach 10% as many Twitter followers as @realdonaldtrump?,https://www.metaculus.com/questions/4657,www,LinearDateQuestion,2.00000000000000000000,True,True,0.19037999999999996592,2020-06-30,2022-12-31,0.00000000000000000000,2020-06-25T15:40:20.920242Z,4,3,2020-06-16T10:07:12.856071Z,2020-06-19 07:00:00.000,2023-01-01 00:00:00,2023-01-01 00:00:00,alexrjl,2020-06-24T03:32:06.744361Z,True,0.02210307491188943235,When will @JoeBiden reach 10% as many Tw
4666,How many people will die due to Ebola infection as a result of the Équateur Province Ebola outbreak before January 1 2021?,https://www.metaculus.com/questions/4666,www,LogQuestion,1.00000000000000000000,False,True,0.02744000000000001993,11,2500,0.00000000000000000000,2020-06-25T16:34:37.529442Z,3,3,2020-06-16T17:32:20.560758Z,2020-06-19 07:00:00.000,2020-12-01 00:00:00,2021-01-01 00:00:00,Jgalt,,True,7.94264159356827548208,How many people will die due to Ebola in
4660,How many episodes of the FiveThirtyEight Politics Podcast will be released in the run-up to the US 2020 presidential election?,https://www.metaculus.com/questions/4660,www,LinearQuestion,1.00000000000000000000,False,True,0.01102000000000002977,0,100,0.00000000000000000000,2020-06-25T17:48:11.318205Z,1,1,2020-06-16T10:17:18.549343Z,2020-06-19 07:00:00.000,2020-09-29 23:00:00,2020-11-03 06:00:00,alexrjl,2020-06-23T00:13:51.239546Z,True,9.60735561346358934998,How many episodes of the FiveThirtyEight
4650,Will Republicans win both halves of Congress + Presidency in the US 2020 Election?,https://www.metaculus.com/questions/4650,www,BinaryQuestion,,,,,,,,2020-06-25T09:29:28.156943Z,6,3,2020-06-15T06:48:18.979015Z,2020-06-19 04:00:00.000,2020-09-30 07:46:00,2021-01-24 14:47:00,,,,0.00204865660997809347,Will Republicans win both halves of Cong
4633,Was peak oil in 2019?,https://www.metaculus.com/questions/4633,www,BinaryQuestion,,,,,,,,2020-06-24T18:17:51.557505Z,13,8,2020-06-10T22:32:18.892877Z,2020-06-18 22:00:00.000,2024-12-31 06:00:00,2026-12-31 06:00:00,,,,0.00196136241369755443,Was peak oil in 2019?
4527,"Will the S&P 500 hit 10,000 points by the end of the decade?",https://www.metaculus.com/questions/4527,www,BinaryQuestion,,,,,,,,2020-06-25T07:08:46.853959Z,4,1,2020-05-31T17:47:53.273048Z,2020-06-17 22:00:00.000,2030-01-01 07:59:00,2030-01-01 08:00:00,,,,0.00000443361212082177,"Will the S&P 500 hit 10,000 points by th"
4637,Will the S&P 500 close higher for 2020?,https://www.metaculus.com/questions/4637,www,BinaryQuestion,,,,,,,,2020-06-25T04:51:42.099770Z,8,1,2020-06-13T21:48:45.138218Z,2020-06-17 22:00:00.000,2020-12-31 21:00:00,2020-12-31 21:00:00,,,,0.00000477578128323065,Will the S&P 500 close higher for 2020?
4614,When will directly removing carbon dioxide from the atmosphere be economically feasible?,https://www.metaculus.com/questions/4614,www,LinearDateQuestion,1.00000000000000000000,False,True,0.01983000000000001428,2021-05-30,2099-12-31,1.00000000000000000000,2020-06-23T15:38:46.931357Z,17,23,2020-06-07T00:04:13.853777Z,2020-06-17 07:00:00.000,2067-01-02 01:03:00,2100-01-02 01:03:00,krtnu,2020-06-16T02:27:51.567315Z,True,0.03898564662559229205,When will directly removing carbon dioxi
4622,How many more Starship prototypes will be destroyed before one flies?,https://www.metaculus.com/questions/4622,www,LinearQuestion,1.00000000000000000000,False,True,0.01100000000000000977,0,15,1.00000000000000000000,2020-06-25T09:52:47.071088Z,13,15,2020-06-08T06:42:33.726537Z,2020-06-17 03:00:00.000,2021-01-02 07:32:00,2021-01-02 07:33:00,krtnu,2020-06-23T00:13:58.350237Z,True,4.81627417264708324041,How many more Starship prototypes will b
4646,What will total enrollment for recent US high school graduates be in US colleges in 2021?,https://www.metaculus.com/questions/4646,www,LinearQuestion,2.00000000000000000000,True,True,0.03435999999999997390,1000000,4000000,0.00000000000000000000,2020-06-21T09:25:24.862229Z,2,0,2020-06-14T20:23:13.564716Z,2020-06-16 22:00:00.000,2021-07-29 22:00:00,2022-08-31 22:00:00,AlyssaStevens,,True,0.00133360948015709738,What will total enrollment for recent US
4596,What will the percentage difference between full time tenure-track and non-tenure track employment in US baccalaureate institutions be in the 2020-2021 school year?,https://www.metaculus.com/questions/4596,www,LinearQuestion,2.00000000000000000000,True,True,0.02958000000000002294,-15,15,0.00000000000000000000,2020-06-21T09:30:10.537675Z,1,2,2020-06-04T22:13:19.855024Z,2020-06-16 22:00:00.000,2021-01-01 08:00:00,2021-06-01 07:00:00,AlyssaStevens,,True,0.00000080166146084768,What will the percentage difference betw
4607,Will California Assembly Bill 3155 be chaptered in the 2020 legislative session?,https://www.metaculus.com/questions/4607,www,BinaryQuestion,,,,,,,,2020-06-18T13:44:48.390489Z,2,1,2020-06-05T15:34:10.753708Z,2020-06-14 22:00:00.000,2020-08-14 23:00:00,2020-09-29 23:00:00,,,,0.00000000787107998127,Will California Assembly Bill 3155 be ch
4628,Will one of GiveWell's 2019 top charities be estimated as the most cost-effective charity in 2031?,https://www.metaculus.com/questions/4628,www,BinaryQuestion,,,,,,,,2020-06-24T09:11:21.021422Z,10,7,2020-06-08T18:18:49.172425Z,2020-06-14 22:00:00.000,2023-01-01 08:00:00,2031-12-31 08:00:00,,,,0.00002836268351351163,Will one of GiveWell's 2019 top charitie
4615,What annual real return will the S&P 500 realize 2022-2031?,https://www.metaculus.com/questions/4615,www,LinearQuestion,2.00000000000000000000,True,True,0.02248999999999996141,-50,100,1.00000000000000000000,2020-06-25T01:49:04.171498Z,3,3,2020-06-07T01:34:07.779233Z,2020-06-12 22:00:00.000,2021-12-31 08:00:00,2033-01-01 08:00:00,mdickens,,True,0.00000945810416203296,What annual real return will the S&P 500
4586,"If Biden becomes president, will the sentencing disparity between crack and powder cocaine be ended by 2024?",https://www.metaculus.com/questions/4586,www,BinaryQuestion,,,,,,,,2020-06-25T07:10:51.953758Z,9,2,2020-06-04T11:05:54.798027Z,2020-06-12 22:00:00.000,2023-04-26 23:00:00,2025-01-01 00:00:00,,,,0.00000037182917530227,"If Biden becomes president, will the sen"
4609,"If President Trump loses the 2020 election, will he concede?",https://www.metaculus.com/questions/4609,www,BinaryQuestion,,,,,,,,2020-06-25T15:38:46.892043Z,20,25,2020-06-05T17:28:38.321223Z,2020-06-12 22:00:00.000,2020-11-03 05:01:00,2021-01-21 05:01:00,,,,0.14376746293399256249,If President Trump loses the 2020 electi
4630,Will Metaculus Inc. host a prediction market prior to 2024?,https://www.metaculus.com/questions/4630,www,BinaryQuestion,,,,,,,,2020-06-18T01:20:36.158997Z,9,12,2020-06-09T11:46:57.515725Z,2020-06-11 22:00:00.000,2021-06-09 11:36:00,2023-06-11 11:36:00,,,,0.00000048954311758588,Will Metaculus Inc. host a prediction ma
4603,"What will the US Q3 2020 GDP growth rate be, according to the US Bureau of Economic Analysis Advance Estimate?",https://www.metaculus.com/questions/4603,www,LinearQuestion,2.00000000000000000000,True,True,0.07484999999999997211,-20,20,0.00000000000000000000,2020-06-25T00:01:52.909683Z,6,17,2020-06-05T02:37:40.908628Z,2020-06-11 00:00:04.000,2020-10-02 00:00:00,2020-10-30 00:00:00,Jgalt,2020-06-15T04:04:13.961143Z,True,2.17349158057521973930,What will the US Q3 2020 GDP growth rate
4617,Will 2020 be the warmest year on record?,https://www.metaculus.com/questions/4617,www,BinaryQuestion,,,,,,,,2020-06-25T07:11:33.572245Z,9,10,2020-06-07T08:36:40.708609Z,2020-06-09 22:00:00.000,2020-11-30 22:00:00,2021-02-14 22:00:00,,,,0.00000025409347482197,Will 2020 be the warmest year on record?
4584,What % of money held in all US DAFs will be expropriated by 2100?,https://www.metaculus.com/questions/4584,www,LinearQuestion,0.00000000000000000000,False,False,0.00000000000000000000,0,100,,2020-06-12T02:52:24.563698Z,2,3,2020-06-04T03:16:10.008817Z,2020-06-08 22:00:00.000,2050-01-01 08:00:00,2100-01-01 08:00:00,,,True,0.00000000005774722016,What % of money held in all US DAFs will
4608,"In 2024, what percentage of surveyed Americans will report say that conflicts between Democrats and Republicans are ""very strong""?",https://www.metaculus.com/questions/4608,www,LinearQuestion,0.00000000000000000000,False,False,0.00000000000000000000,0,100,,2020-06-16T19:00:15.627626Z,2,1,2020-06-05T17:02:30.297172Z,2020-06-08 22:00:00.000,2023-01-01 08:00:00,2025-01-01 08:00:00,,,True,0.00000000002729324195,"In 2024, what percentage of surveyed Ame"
4606,When will we have a new Pope?,https://www.metaculus.com/questions/4606,www,LinearDateQuestion,1.00000000000000000000,False,True,0.02361000000000001986,2020-06-04,2036-12-16,0.00000000000000000000,2020-06-20T19:34:14.351292Z,10,3,2020-06-05T15:30:42.765775Z,2020-06-08 22:00:00.000,2036-12-17 17:00:00,2036-12-17 17:00:00,AABoyles,2020-06-16T04:25:13.989507Z,True,0.00000003834430303096,When will we have a new Pope?
4585,What annual real return will the global stock market realize 2022-2031?,https://www.metaculus.com/questions/4585,www,LinearQuestion,2.00000000000000000000,True,True,0.02062999999999998862,-50,100,0.00000000000000000000,2020-06-25T01:51:04.789754Z,11,5,2020-06-04T03:29:34.050749Z,2020-06-08 22:00:00.000,2021-12-31 08:00:00,2033-01-01 08:00:00,mdickens,,True,0.00000007371549130998,What annual real return will the global 
4588,When will SpaceX's Starship carry a human to orbit?,https://www.metaculus.com/questions/4588,www,LinearDateQuestion,1.00000000000000000000,False,True,0.03927000000000002711,2021-05-31,2034-12-28,0.00000000000000000000,2020-06-25T17:19:16.995705Z,16,19,2020-06-04T17:13:39.032130Z,2020-06-08 22:00:00.000,2025-01-01 08:00:00,2035-01-01 08:00:00,krtnu,2020-06-16T04:25:02.475287Z,True,9.40382908739645806406,When will SpaceX's Starship carry a huma
4055,Will the first AGI be based on deep learning?,https://www.metaculus.com/questions/4055,www,BinaryQuestion,,,,,,,,2020-06-24T03:44:25.920240Z,10,27,2020-04-07T02:04:09.284553Z,2020-06-07 22:00:00.000,2099-12-30 08:00:00,2100-01-01 08:00:00,,,,0.00000002747555372566,Will the first AGI be based on deep lear
4554,Will more than one entrant achieve a perfect score in the 2020 IMO in St. Petersburg?,https://www.metaculus.com/questions/4554,www,BinaryQuestion,,,,,,,,2020-06-18T19:59:29.626034Z,5,20,2020-06-02T11:23:05.719158Z,2020-06-06 09:00:00.000,2020-09-14 23:00:00,2020-09-26 23:00:00,,,,0.00005982427255215684,Will more than one entrant achieve a per
4319,Longbets series: By 2040 will the percentage of college-aged U.S. citizens who are attending postsecondary educational institutions in the United States drop at least 50% from the level in 2011?,https://www.metaculus.com/questions/4319,www,BinaryQuestion,,,,,,,,2020-06-16T05:16:22.292977Z,1,0,2020-05-01T23:03:11.296505Z,2020-06-05 22:00:00.000,2033-01-01 08:00:00,2040-01-01 08:00:00,,,,0.00000000000380382278,Longbets series: By 2040 will the percen
4219,Will large scale solar radiation management be used to mitigate the effects of climate change in the 21st century?,https://www.metaculus.com/questions/4219,www,BinaryQuestion,,,,,,,,2020-06-16T19:08:42.360542Z,4,2,2020-04-19T01:20:01.811428Z,2020-06-05 22:00:00.000,2066-01-01 08:00:00,2101-01-01 08:00:00,,,,0.00000000001779742756,Will large scale solar radiation managem
4544,Will there be fewer Kea parrots in 2030 than there are in 2020?,https://www.metaculus.com/questions/4544,www,BinaryQuestion,,,,,,,,2020-06-18T07:49:35.542163Z,2,5,2020-06-02T07:41:47.998025Z,2020-06-05 22:00:00.000,2030-01-01 05:00:00,2030-01-01 05:00:00,,,,0.00000000005481566706,Will there be fewer Kea parrots in 2030 
4050,What will the maximum world real GDP growth in percentage points be for a single year in the 21st century?,https://www.metaculus.com/questions/4050,www,LogQuestion,1.00000000000000000000,False,True,0.10348999999999997090,4.403,10000,0.00000000000000000000,2020-06-21T18:33:12.019459Z,5,13,2020-04-07T00:38:40.172001Z,2020-06-05 22:00:00.000,2100-12-30 08:00:00,2101-01-01 08:00:00,Matthew_Barnett,2020-06-14T05:31:24.200862Z,True,0.00000001093898321118,What will the maximum world real GDP gro
4249,When will there be a vegan cheese indistinguishable from non-vegan cheese available for purchase by regular consumers?,https://www.metaculus.com/questions/4249,www,LinearDateQuestion,1.00000000000000000000,False,True,0.02637000000000000455,2020-12-25,2120-04-17,0.00000000000000000000,2020-06-24T00:45:25.050901Z,10,10,2020-04-24T08:53:20.538040Z,2020-06-05 22:00:00.000,2066-01-01 08:00:00,2100-01-01 08:00:00,Matthew_Barnett,,True,0.00000000841122971136,When will there be a vegan cheese indist
4443,"When will China surpass the United States economically, militarily, and scientifically?",https://www.metaculus.com/questions/4443,www,LinearDateQuestion,1.00000000000000000000,False,True,0.15690999999999999392,2021-01-01,2199-12-31,1.00000000000000000000,2020-06-24T20:26:46.880714Z,17,15,2020-05-20T17:50:59.856780Z,2020-06-05 09:00:00.000,2060-01-01 08:00:00,2100-01-01 08:00:00,Matthew_Barnett,,True,0.22059322440269046872,When will China surpass the United State
4572,How much transit activity will there be in the San Francisco Bay Area in the last week of July?,https://www.metaculus.com/questions/4572,www,LinearQuestion,2.00000000000000000000,True,True,0.02663000000000000783,10,150,0.00000000000000000000,2020-06-24T15:01:55.840620Z,6,0,2020-06-02T19:58:34.963755Z,2020-06-05 04:00:00.000,2020-07-25 03:59:00,2020-08-05 03:59:00,ought,,True,0.00000004651205473994,How much transit activity will there be 
4573,How much transit activity will there be in the San Francisco Bay Area in the last week of August?,https://www.metaculus.com/questions/4573,www,LinearQuestion,2.00000000000000000000,True,True,0.02672000000000000763,10,150,0.00000000000000000000,2020-06-24T15:03:12.496411Z,7,0,2020-06-02T20:01:20.748927Z,2020-06-05 04:00:00.000,2020-08-22 03:59:00,2020-09-02 03:59:00,ought,,True,0.00000002177573782417,How much transit activity will there be 
4574,How much transit activity will there be in the San Francisco Bay Area in the last week of September?,https://www.metaculus.com/questions/4574,www,LinearQuestion,2.00000000000000000000,True,True,0.02000000000000001082,10,150,0.00000000000000000000,2020-06-24T15:04:36.819476Z,5,0,2020-06-02T20:04:00.431337Z,2020-06-05 04:00:00.000,2020-09-19 03:59:00,2020-09-30 03:59:00,ought,,True,0.00000004021569536178,How much transit activity will there be 
4568,How much transit activity will there be in New York City in the last week of July?,https://www.metaculus.com/questions/4568,www,LinearQuestion,2.00000000000000000000,True,True,0.02663999999999999008,10,150,0.00000000000000000000,2020-06-25T00:01:31.474900Z,7,1,2020-06-02T19:22:24.479273Z,2020-06-05 04:00:00.000,2020-07-25 03:59:00,2020-08-05 03:59:00,ought,2020-06-12T18:17:45.434731Z,True,0.00000015700925353317,How much transit activity will there be 
4570,How much transit activity will there be in New York City in the last week of September?,https://www.metaculus.com/questions/4570,www,LinearQuestion,2.00000000000000000000,True,True,0.02794999999999997833,10,150,0.00000000000000000000,2020-06-25T00:01:45.175319Z,8,0,2020-06-02T19:42:20.964042Z,2020-06-05 04:00:00.000,2020-09-19 03:59:00,2020-09-30 03:59:00,ought,2020-06-18T01:43:20.003511Z,True,0.00000049804160295067,How much transit activity will there be 
4569,How much transit activity will there be in New York City in the last week of August?,https://www.metaculus.com/questions/4569,www,LinearQuestion,2.00000000000000000000,True,True,0.02623000000000003801,10,150,0.00000000000000000000,2020-06-25T00:01:38.797237Z,8,0,2020-06-02T19:39:25.464761Z,2020-06-05 04:00:00.000,2020-08-22 03:59:00,2020-09-02 03:59:00,ought,2020-06-09T17:59:46.671340Z,True,0.00000014050138275804,How much transit activity will there be 
4562,Will the artist who performs 2020’s UK Christmas #1 be the winner of a reality television show?,https://www.metaculus.com/questions/4562,www,BinaryQuestion,,,,,,,,2020-06-14T01:58:43.385123Z,0,0,2020-06-02T11:57:27.922148Z,2020-06-04 22:00:00.000,2020-12-18 00:00:00,2020-12-31 00:00:00,,,,0.00000000000020792334,Will the artist who performs 2020’s UK C
4559,Will the next winner of the Booker Prize be female?,https://www.metaculus.com/questions/4559,www,BinaryQuestion,,,,,,,,2020-06-17T13:27:23.507659Z,5,3,2020-06-02T11:49:09.545495Z,2020-06-04 22:00:00.000,2020-09-21 23:00:00,2020-10-28 00:00:00,,,,0.00000000007822484050,Will the next winner of the Booker Prize
4451,When will the first 100 million digit prime number be discovered?,https://www.metaculus.com/questions/4451,www,LinearDateQuestion,1.00000000000000000000,False,True,0.01534000000000002029,2020-05-21,2050-12-31,0.00000000000000000000,2020-06-19T02:38:25.940616Z,7,4,2020-05-21T15:52:07.315697Z,2020-06-04 22:00:00.000,2040-05-06 14:00:00,2050-12-31 15:00:00,JamesEvans,,True,0.00000000012337222175,When will the first 100 million digit pr
4563,Will 2020’s UK Christmas #1 be a joke?,https://www.metaculus.com/questions/4563,www,BinaryQuestion,,,,,,,,2020-06-21T02:37:13.082261Z,0,3,2020-06-02T12:03:40.932981Z,2020-06-04 22:00:00.000,2020-12-18 00:00:00,2020-12-31 00:00:00,,,,0.00000000061321341682,Will 2020’s UK Christmas #1 be a joke?
4518,How many billions of parameters will the largest machine learning model trained before 2030 have?,https://www.metaculus.com/questions/4518,www,LogQuestion,1.00000000000000000000,False,True,0.02358999999999999986,100,1000000000,0.00000000000000000000,2020-06-21T18:01:32.850917Z,2,1,2020-05-29T19:56:14.510093Z,2020-06-04 22:00:00.000,2026-06-01 07:00:00,2030-01-01 08:00:00,Matthew_Barnett,,True,0.00000000037566705950,How many billions of parameters will the
4564,Will a TikTok user hit 100m followers by the end of 2020?,https://www.metaculus.com/questions/4564,www,BinaryQuestion,,,,,,,,2020-06-23T13:25:18.813658Z,8,2,2020-06-02T12:06:37.675108Z,2020-06-04 22:00:00.000,2020-08-31 23:00:00,2021-01-01 00:00:00,,,,0.00000008397683218490,Will a TikTok user hit 100m followers by
4555,Will Trump's pants catch fire on at least five more occasions than Biden's during the month of July?,https://www.metaculus.com/questions/4555,www,BinaryQuestion,,,,,,,,2020-06-24T01:08:39.362779Z,7,10,2020-06-02T11:42:25.026681Z,2020-06-04 22:00:00.000,2020-07-13 23:00:00,2020-08-13 23:00:00,,,,0.33303782007528370812,Will Trump's pants catch fire on at leas
4561,Will J.K. Rowling’s “The Ickabog” reach #1 on Amazon.co.uk’s bestseller list within a week of its release?,https://www.metaculus.com/questions/4561,www,BinaryQuestion,,,,,,,,2020-06-24T09:14:19.648382Z,6,7,2020-06-02T11:53:14.309464Z,2020-06-04 22:00:00.000,2020-11-01 00:00:00,2021-01-08 00:00:00,,,,0.00001352716471372130,Will J.K. Rowling’s “The Ickabog” reach 
4556,Will 3Blue1Brown begin a new video series in the month of July?,https://www.metaculus.com/questions/4556,www,BinaryQuestion,,,,,,,,2020-06-24T14:55:42.717128Z,5,4,2020-06-02T11:44:59.489094Z,2020-06-04 22:00:00.000,2020-07-06 23:00:00,2020-08-06 23:00:00,,,,0.16441139013555511328,Will 3Blue1Brown begin a new video serie
